recno,M1,M2,R2,Per,Sep,logJ,logjsys,logjmg,logjgr,logjca,logjtot,logMLR2,zeta,logT2,log(g2),logL2,Pdot,logt,logt0,Step,Teff2,UxMag,BxMag,BMag,VMag,RMag,IMag,JMag,HMag,KMag,LMag,L'Mag,M'Mag,X,SpT
418,0.75,0.2,0.229,2.4982,0.915,50.95,34.069,33.844,33.677,,34.069,,0.77,3.517,5.019,31.327,-3.55E-13,8.74085,8.48529,321000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
419,0.75,0.2,0.229,2.4992,0.915,50.95,34.069,33.844,33.676,,34.069,,0.77,3.517,5.019,31.327,-3.55E-13,8.7406,8.48483,321000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
420,0.75,0.2,0.229,2.5002,0.916,50.95,34.069,33.843,33.676,,34.069,,0.77,3.517,5.019,31.327,-3.55E-13,8.74034,8.48438,321000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
421,0.75,0.2,0.229,2.5012,0.916,50.95,34.068,33.843,33.675,,34.068,,0.77,3.517,5.019,31.327,-3.55E-13,8.74009,8.48392,322000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
422,0.75,0.2,0.229,2.5022,0.916,50.95,34.068,33.842,33.675,,34.068,,0.77,3.517,5.019,31.327,-3.55E-13,8.73984,8.48346,322000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
423,0.75,0.2,0.229,2.5032,0.916,50.95,34.067,33.842,33.675,,34.067,,0.77,3.517,5.019,31.327,-3.54E-13,8.73958,8.483,322000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
424,0.75,0.2,0.229,2.5042,0.917,50.95,34.067,33.842,33.674,,34.067,,0.77,3.517,5.019,31.327,-3.54E-13,8.73933,8.48254,322000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
425,0.75,0.2,0.229,2.5052,0.917,50.95,34.067,33.841,33.674,,34.067,,0.77,3.517,5.019,31.327,-3.54E-13,8.73907,8.48208,322000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
426,0.75,0.2,0.229,2.5062,0.917,50.95,34.066,33.841,33.673,,34.066,,0.77,3.517,5.019,31.327,-3.54E-13,8.73882,8.48162,323000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
427,0.75,0.2,0.229,2.5072,0.917,50.95,34.066,33.84,33.673,,34.066,,0.77,3.517,5.019,31.327,-3.53E-13,8.73856,8.48116,323000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
428,0.75,0.2,0.229,2.5082,0.918,50.95,34.065,33.84,33.673,,34.065,,0.77,3.517,5.019,31.327,-3.53E-13,8.7383,8.48069,323000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
429,0.75,0.2,0.229,2.5092,0.918,50.95,34.065,33.84,33.672,,34.065,,0.77,3.517,5.019,31.327,-3.53E-13,8.73805,8.48023,323000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
430,0.75,0.2,0.229,2.5102,0.918,50.95,34.065,33.839,33.672,,34.065,,0.77,3.517,5.019,31.327,-3.53E-13,8.73779,8.47976,323000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
431,0.75,0.2,0.229,2.5112,0.918,50.95,34.064,33.839,33.671,,34.064,,0.77,3.517,5.019,31.327,-3.53E-13,8.73753,8.4793,324000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
432,0.75,0.2,0.229,2.5122,0.918,50.95,34.064,33.838,33.671,,34.064,,0.77,3.517,5.019,31.327,-3.52E-13,8.73728,8.47883,324000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
433,0.75,0.2,0.229,2.5132,0.919,50.95,34.063,33.838,33.671,,34.063,,0.77,3.517,5.019,31.327,-3.52E-13,8.73702,8.47837,324000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
434,0.75,0.2,0.229,2.5142,0.919,50.951,34.063,33.838,33.67,,34.063,,0.77,3.517,5.019,31.327,-3.52E-13,8.73676,8.4779,324000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
435,0.75,0.2,0.229,2.5152,0.919,50.951,34.062,33.837,33.67,,34.062,,0.77,3.517,5.019,31.327,-3.51E-13,8.7365,8.47743,324000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
436,0.75,0.2,0.229,2.5162,0.919,50.951,34.062,33.837,33.669,,34.062,,0.77,3.517,5.019,31.327,-3.51E-13,8.73625,8.47696,325000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
437,0.75,0.2,0.229,2.5172,0.92,50.951,34.062,33.836,33.669,,34.062,,0.77,3.517,5.019,31.327,-3.51E-13,8.73599,8.47649,325000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
438,0.75,0.2,0.229,2.5182,0.92,50.951,34.061,33.836,33.669,,34.061,,0.77,3.517,5.019,31.327,-3.51E-13,8.73573,8.47602,325000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
439,0.75,0.2,0.229,2.5192,0.92,50.951,34.061,33.836,33.668,,34.061,,0.77,3.517,5.019,31.327,-3.51E-13,8.73547,8.47554,325000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
440,0.75,0.2,0.229,2.5202,0.92,50.951,34.06,33.835,33.668,,34.06,,0.77,3.517,5.019,31.327,-3.5E-13,8.73521,8.47507,326000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
441,0.75,0.2,0.229,2.5212,0.921,50.951,34.06,33.835,33.667,,34.06,,0.77,3.517,5.019,31.327,-3.5E-13,8.73495,8.4746,326000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
442,0.75,0.2,0.229,2.5222,0.921,50.951,34.06,33.834,33.667,,34.06,,0.77,3.517,5.019,31.327,-3.5E-13,8.73469,8.47412,326000.0,3289,15.27,13.76,13.79,12.4,11.38,9.99,8.47,7.9,7.61,7.38,7.29,7.42,15.95,M4.0
